filename,L (cm3),W (cm3),H (cm3),Volume (m3),Material Types,Density (kg/m3),Service Temperature (??C),Ultimate Tensile (psi),Unit Cost ($/kg),Tolerance,Tolerance Scaling Factor (Unitless),Process Scaling Factor (Unitless),Time (unitless),Cost (unitless),Quantity (Ea),Supplier,LogScaled_Tolerance,LogScaled_Time,LogScaled_Cost,LogScaled_Quantity,LogScaled_Density,LogScaled_Service_Temperature,LogScaled_Ultimate_Tensile,Category
Clamp_3_Frame__5.binvox,95.85,70.0,30.6,205.3107,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.963300741,-0.362974417,-0.50546103,0.104698903,0.306270092,0.802088397,-0.24249134,Clamp_Frame
Clamp_3_Frame__7.binvox,106.497,70.0,34.0,253.46286,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.968332061,-0.357890089,-0.514244258,0.109367919,0.317986104,0.794315379,-0.248849251,Clamp_Frame
Clamp_3_Frame__9.binvox,101.5,70.0,34.0,241.57,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.954286082,-0.352557708,-0.495515635,0.101449661,0.308932837,0.801137639,-0.259890219,Clamp_Frame
Clamp_3_Handle__2.binvox,10.8,72.001,10.799,8.397419029,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.965812167,-0.870610103,-0.803098479,0.111477082,0.320994823,0.795659492,-0.243558914,Clamp_Handle
Clamp_3_Handle__3.binvox,7.2,72.001,7.205,3.735123876,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.955474584,-0.861253863,-0.802083938,0.10152969,0.31122512,0.798321445,-0.247228331,Clamp_Handle
Clamp_3_Handle__4.binvox,7.2,72.001,7.205,3.735123876,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.953561911,-0.855712834,-0.812777056,0.104097346,0.313477367,0.792861359,-0.249234638,Clamp_Handle
Clamp_3_Handle__5.binvox,8.1,72.001,8.106,4.727484859,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.954837732,-0.868465628,-0.804267975,0.100972114,0.313894399,0.801167347,-0.261559205,Clamp_Handle
Clamp_3_Handle__7.binvox,9.0,76.001,9.007,6.160869063,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.951568317,-0.866913392,-0.812249808,0.103434215,0.310038623,0.804727214,-0.244479806,Clamp_Handle
Clamp_3_Handle__9.binvox,9.0,66.001,8.999,5.345486991,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.963043647,-0.859383527,-0.802980383,0.116415626,0.315129435,0.792802103,-0.254620045,Clamp_Handle
Clamp_3_Pad__2.binvox,12.0,14.99,17.988,3.23568144,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.103336462,-0.865908282,-0.852801943,0.100084336,-3.073524181,-1.297515796,-2.937266321,Clamp_Pad
Clamp_3_Pad__3.binvox,8.0,14.99,11.992,1.43808064,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.099860626,-0.868584085,-0.859663345,0.109600802,-3.078479594,-1.305739415,-2.931638606,Clamp_Pad
Clamp_3_Pad__4.binvox,8.0,14.99,11.992,1.43808064,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.110175475,-0.867496251,-0.858463398,0.102612491,-3.061723982,-1.296417,-2.924961329,Clamp_Pad
Clamp_3_Pad__5.binvox,9.0,14.99,13.491,1.82007081,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.110320612,-0.859738619,-0.858769136,0.09787988,-3.06712102,-1.295284891,-2.934380086,Clamp_Pad
Clamp_3_Pad__7.binvox,7.0,14.992,14.992,1.573320448,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.107774876,-0.866215975,-0.852553622,0.113647911,-3.076694381,-1.301237022,-2.931040419,Clamp_Pad
Clamp_3_Pad__9.binvox,6.0,14.993,14.989,1.348380462,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.111422932,-0.858735683,-0.847201139,0.099976293,-3.07782182,-1.293930558,-2.926379725,Clamp_Pad
Clamp_3_PinScrew__2.binvox,137.589,15.0,18.0,37.14903,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.856223475,0.20013257,-0.135062866,0.114755021,0.459936915,-1.299871163,0.520639389,Clamp_PinScrew
Clamp_3_PinScrew__3.binvox,91.726,15.0,12.0,16.51068,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.850698356,0.197737782,-0.137161645,0.116612755,0.457175583,-1.303976331,0.52622812,Clamp_PinScrew
Clamp_3_PinScrew__4.binvox,91.726,15.0,12.0,16.51068,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.856675695,0.199440322,-0.117642535,0.116451863,0.450973058,-1.296115458,0.531237712,Clamp_PinScrew
Clamp_3_PinScrew__5.binvox,103.192,15.0,13.5,20.89638,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.862602369,0.20189389,-0.13314832,0.103716637,0.45953975,-1.294657474,0.52506416,Clamp_PinScrew
Clamp_3_PinScrew__7.binvox,107.657,15.0,15.0,24.222825,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.860190519,0.196000336,-0.119062299,0.110258091,0.458759882,-1.296249102,0.532149314,Clamp_PinScrew
Clamp_3_PinScrew__9.binvox,107.657,15.0,15.0,24.222825,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.852423996,0.203579828,-0.134339032,0.105986425,0.459872663,-1.296361435,0.527737206,Clamp_PinScrew
Clamp_4_Frame__2.binvox,19.837,73.34,89.131,129.6718414,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.965203828,-0.370095655,-0.51394437,0.109470872,0.317962575,0.800027737,-0.249437523,Clamp_Frame
Clamp_4_Frame__3.binvox,21.641,80.01,89.154,154.3698309,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.961363685,-0.353886677,-0.498051802,0.112296872,0.312110805,0.794385919,-0.247059336,Clamp_Frame
Clamp_4_Frame__4.binvox,14.427,53.34,89.154,68.60722859,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.970365128,-0.35423158,-0.497566136,0.113817187,0.312829567,0.803427927,-0.242944732,Clamp_Frame
Clamp_4_Frame__5.binvox,16.231,60.008,89.154,86.83509091,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.963865636,-0.352363877,-0.512213966,0.112415755,0.310070359,0.787472722,-0.249908559,Clamp_Frame
Clamp_4_Frame__7.binvox,18.034,66.66,89.154,107.1761637,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.96723061,-0.363565101,-0.496846461,0.103563821,0.310626952,0.789202274,-0.248436414,Clamp_Frame
Clamp_4_Frame__9.binvox,18.034,66.674,89.149,107.192661,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.964031722,-0.356548579,-0.496084123,0.104011757,0.307973635,0.800463314,-0.259907417,Clamp_Frame
Clamp_4_PinScrew__2.binvox,13.97,13.97,72.39,14.12769755,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.849060181,0.193925527,-0.135822075,0.103236157,0.453346483,-1.309079234,0.531032383,Clamp_PinScrew
Clamp_4_PinScrew__3.binvox,15.24,15.24,72.39,16.81312766,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853591298,0.21043135,-0.135221878,0.103916883,0.449743542,-1.300631399,0.532397065,Clamp_PinScrew
Clamp_4_PinScrew__4.binvox,10.16,10.16,72.39,7.472501184,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.848261716,0.195248468,-0.126491731,0.112170898,0.457976994,-1.301762968,0.530146048,Clamp_PinScrew
Clamp_4_PinScrew__5.binvox,11.43,11.43,72.39,9.457384311,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853077893,0.201627492,-0.133337697,0.111960962,0.463692511,-1.304046039,0.519788562,Clamp_PinScrew
Clamp_4_PinScrew__7.binvox,12.7,12.7,80.39,12.9661031,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.861393977,0.204231127,-0.127181556,0.099323853,0.455464586,-1.301559328,0.523277308,Clamp_PinScrew
Clamp_4_PinScrew__9.binvox,12.7,12.7,72.39,11.6757831,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854219842,0.20521546,-0.125767656,0.100084121,0.453704219,-1.310739832,0.535968645,Clamp_PinScrew
Clamp_5_Frame__2.binvox,31.963,125.701,171.45,688.8485633,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.957084341,-0.372098452,-0.511483023,0.101541875,0.322275743,0.79778225,-0.255592828,Clamp_Frame
Clamp_5_Frame__3.binvox,34.869,137.129,171.45,819.7969363,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.961939272,-0.370675214,-0.512952784,0.110498126,0.323268728,0.805279144,-0.253113756,Clamp_Frame
Clamp_5_Frame__4.binvox,23.246,91.412,171.45,364.3249667,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.951626048,-0.358527689,-0.496122709,0.109192175,0.319706141,0.787961735,-0.250381055,Clamp_Frame
Clamp_5_Frame__5.binvox,26.152,102.87,171.45,461.2444323,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.961635482,-0.352556879,-0.507351902,0.100056419,0.312665005,0.799265666,-0.251033866,Clamp_Frame
Clamp_5_Frame__7.binvox,39.618,114.299,171.45,776.3766547,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.965557033,-0.360034268,-0.508945689,0.111433204,0.316444269,0.800967525,-0.2522792,Clamp_Frame
Clamp_5_Frame__9.binvox,39.618,114.299,171.45,776.3766547,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.956634822,-0.360706577,-0.496680757,0.110170262,0.305511999,0.788866003,-0.257875822,Clamp_Frame
Clamp_5_Handle__2.binvox,9.5,106.535,8.633,8.737308223,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.96464197,-0.866357596,-0.81317663,0.110134683,0.312471385,0.801465678,-0.250157266,Clamp_Handle
Clamp_5_Handle__3.binvox,10.354,116.22,8.631,10.38604377,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.96879673,-0.85260061,-0.80459047,0.11532889,0.305834738,0.793376518,-0.245928257,Clamp_Handle
Clamp_5_Handle__4.binvox,6.905,77.48,8.633,4.61864982,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.961002334,-0.866113633,-0.808136525,0.101737494,0.306624263,0.788774515,-0.246012116,Clamp_Handle
Clamp_5_Handle__5.binvox,7.769,87.165,8.633,5.846137112,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.95697576,-0.862820859,-0.817467873,0.098842492,0.305953466,0.796793388,-0.255530019,Clamp_Handle
Clamp_5_Handle__7.binvox,10.591,96.85,10.636,10.90975309,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.966440508,-0.864045513,-0.801179135,0.10560929,0.318027518,0.796457399,-0.260289638,Clamp_Handle
Clamp_5_Handle__9.binvox,10.59,96.85,10.636,10.90872299,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.954491022,-0.851948961,-0.801488796,0.100326085,0.322824356,0.790856379,-0.244641786,Clamp_Handle
Clamp_5_Pad__2.binvox,31.432,31.432,15.081,14.89958498,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.101361941,-0.870934443,-0.863903964,0.104229249,-3.079007774,-1.295180045,-2.922044532,Clamp_Pad
Clamp_5_Pad__3.binvox,34.272,34.29,15.081,17.72299334,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.09991056,-0.852163059,-0.847684226,0.105575878,-3.070559446,-1.310453864,-2.92807322,Clamp_Pad
Clamp_5_Pad__4.binvox,22.842,22.86,15.081,7.874817418,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.11363828,-0.867295815,-0.84964714,0.110446029,-3.07563662,-1.291906378,-2.929854259,Clamp_Pad
Clamp_5_Pad__5.binvox,25.718,25.718,15.081,9.974807517,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.112652098,-0.865229116,-0.848856474,0.099357044,-3.074398998,-1.292129032,-2.926907817,Clamp_Pad
Clamp_5_Pad__7.binvox,35.954,36.0,19.081,24.69737786,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.098272871,-0.859584234,-0.854091882,0.099640693,-3.07110525,-1.306697394,-2.93478893,Clamp_Pad
Clamp_5_Pad__9.binvox,35.954,36.0,24.081,31.16909786,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.105761372,-0.85147887,-0.850658225,0.107584791,-3.070844746,-1.309281747,-2.924715077,Clamp_Pad
Clamp_5_PinScrew__2.binvox,18.545,18.545,157.205,54.06547592,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.847905926,0.192537907,-0.11897178,0.113839705,0.457844311,-1.300206213,0.529620782,Clamp_PinScrew
Clamp_5_PinScrew__3.binvox,20.231,20.231,157.209,64.34459999,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.865233086,0.191856619,-0.135985861,0.111890782,0.454858786,-1.310924483,0.521149975,Clamp_PinScrew
Clamp_5_PinScrew__4.binvox,13.487,13.487,157.21,28.59636836,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853916037,0.20724922,-0.134134136,0.104778156,0.456982348,-1.298296605,0.539135713,Clamp_PinScrew
Clamp_5_PinScrew__5.binvox,15.173,15.173,157.196,36.18965196,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.861761555,0.196835742,-0.122407389,0.101334632,0.463075099,-1.299833979,0.526164485,Clamp_PinScrew
Clamp_5_PinScrew__7.binvox,16.859,16.859,152.183,43.25434725,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.862590781,0.205312325,-0.126173242,0.109453681,0.460669505,-1.303335173,0.527871486,Clamp_PinScrew
Clamp_5_PinScrew__9.binvox,16.859,16.859,152.183,43.25434725,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.857746366,0.192241124,-0.134678158,0.115352851,0.463855796,-1.303234457,0.529527875,Clamp_PinScrew
Clamp_6_Frame__1.binvox,10.795,24.934,32.72,8.806997982,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.961526088,-0.35433945,-0.503567254,0.111040197,0.322325477,0.790657409,-0.250355884,Clamp_Frame
Clamp_6_Pad__1.binvox,6.341,6.901,7.363,0.322199291,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.099237445,-0.854151312,-0.861603659,0.098753106,-3.065840162,-1.30090161,-2.92877688,Clamp_Pad
Clamp_6_PinScrew__1.binvox,7.549,17.746,28.169,3.773647522,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.852195137,0.206913269,-0.134899644,0.103256582,0.450025763,-1.310966967,0.538362765,Clamp_PinScrew
Clamp_7_Frame__1.binvox,17.462,50.8,61.912,54.92025308,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.952888557,-0.361020514,-0.507714241,0.106055613,0.306988567,0.78964627,-0.243522167,Clamp_Frame
Clamp_7_PinScrew__1.binvox,9.576,9.576,55.562,5.095022954,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.865049052,0.198720057,-0.135677061,0.105748883,0.453295924,-1.292867803,0.523603418,Clamp_PinScrew
Clamp_8_Frame__1.binvox,17.267,61.049,98.171,103.4852989,Cast iron,7200,720.0,71938.72,3780,80,2,3.66,7.32,27669.6,4,"5,23",0.964543917,-0.365467505,-0.501534699,0.098392747,0.319914028,0.789174912,-0.243628676,Clamp_Frame
Clamp_8_Handle__1.binvox,5.303,60.655,5.297,1.703798404,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"3,21",0.964485664,-0.855825997,-0.805005002,0.108414332,0.317951424,0.804390882,-0.254706368,Clamp_Handle
Clamp_8_Pad__1.binvox,12.802,12.796,6.02,0.98616264,Natural rubber,925,120.0,3500.0,3420,100,2,1.83,3.66,12517.2,4,"3,21",1.114620262,-0.856058426,-0.860133841,0.109424836,-3.065989711,-1.294790701,-2.920676692,Clamp_Pad
Clamp_8_PinScrew__1.binvox,10.516,10.516,88.773,9.817073704,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854407634,0.198263787,-0.133210711,0.109648959,0.455899272,-1.310757588,0.529596094,Clamp_PinScrew
Hinge_10_LeafLeft__1.binvox,76.2,11.097,43.655,36.91429257,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.95311934,-0.869525717,-0.813637065,0.098510199,0.313920493,0.787243968,-0.248688003,Hinge_LeafLeft
Hinge_10_LeafLeft__10.binvox,94.024,11.602,43.652,47.61850219,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.961729381,-0.864536835,-0.817981164,0.104735155,0.323402021,0.801650131,-0.247411407,Hinge_LeafLeft
Hinge_10_LeafLeft__3.binvox,135.394,13.921,62.862,118.4835469,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.967767356,-0.862274049,-0.802277576,0.104886564,0.311365975,0.800332372,-0.25305167,Hinge_LeafLeft
Hinge_10_LeafLeft__4.binvox,84.857,11.023,39.399,36.85298583,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.97063319,-0.863881235,-0.809908765,0.099736767,0.304892721,0.785987357,-0.255257972,Hinge_LeafLeft
Hinge_10_LeafLeft__5.binvox,146.912,14.501,68.21,145.3125999,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.965733902,-0.869355693,-0.8112664,0.102780445,0.309191139,0.793080704,-0.258184099,Hinge_LeafLeft
Hinge_10_LeafLeft__7.binvox,94.024,11.104,43.652,45.57454304,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.963715152,-0.864181836,-0.814764001,0.105074866,0.310130253,0.792646809,-0.257811544,Hinge_LeafLeft
Hinge_10_LeafLeft__8.binvox,94.024,11.104,43.652,45.57454304,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.9618044,-0.853626446,-0.812490034,0.113675864,0.319527203,0.80022365,-0.243083281,Hinge_LeafLeft
Hinge_10_LeafRight__1.binvox,76.2,11.097,43.655,36.91429257,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.958696997,-0.855417259,-0.815543074,0.110858674,0.316291118,0.786322442,-0.246927801,Hinge_LeafRight
Hinge_10_LeafRight__10.binvox,94.024,11.602,43.652,47.61850219,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.968536912,-0.867099489,-0.804570574,0.102080102,0.315232361,0.801346282,-0.251639159,Hinge_LeafRight
Hinge_10_LeafRight__3.binvox,135.394,13.921,62.862,118.4835469,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.960840829,-0.868611037,-0.81062329,0.110250773,0.315801697,0.79760708,-0.259244965,Hinge_LeafRight
Hinge_10_LeafRight__4.binvox,84.857,11.022,39.396,36.84683667,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.965412992,-0.870882247,-0.817900519,0.110360474,0.313744368,0.785964425,-0.25660926,Hinge_LeafRight
Hinge_10_LeafRight__5.binvox,146.912,14.503,68.211,145.3347723,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.965419622,-0.863657522,-0.815613427,0.101104884,0.312989917,0.80401291,-0.246124321,Hinge_LeafRight
Hinge_10_LeafRight__7.binvox,94.024,11.104,43.652,45.57454304,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.957785393,-0.858869242,-0.80743154,0.116156172,0.312043693,0.803436577,-0.26005993,Hinge_LeafRight
Hinge_10_LeafRight__8.binvox,94.024,11.104,43.652,45.57454304,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.961630469,-0.858627157,-0.806224733,0.114623874,0.314070661,0.788169763,-0.244286514,Hinge_LeafRight
Hinge_10_Pin__1.binvox,79.485,11.106,11.099,9.797757791,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.959042671,-1.247063089,-1.072867351,0.097163324,0.305464047,0.798568655,-0.259046377,Hinge_Pin
Hinge_10_Pin__10.binvox,103.013,11.104,11.112,12.71053178,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.966916577,-1.242168584,-1.078371794,0.101652638,0.312698316,0.798100262,-0.248402963,Hinge_Pin
Hinge_10_Pin__3.binvox,148.339,13.335,16.002,31.65356524,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.963561472,-1.250454782,-1.077445461,0.099792427,0.308113427,0.803081719,-0.252210435,Hinge_Pin
Hinge_10_Pin__4.binvox,92.969,10.533,10.029,9.820822802,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.96156319,-1.23651989,-1.076259455,0.111295164,0.314821235,0.800689374,-0.257797761,Hinge_Pin
Hinge_10_Pin__5.binvox,160.958,13.891,17.363,38.82136876,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.962264549,-1.237947866,-1.087748248,0.112645167,0.306948392,0.800407809,-0.244225221,Hinge_Pin
Hinge_10_Pin__7.binvox,98.077,11.081,11.112,12.07642423,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.955772385,-1.232568989,-1.07097909,0.101570495,0.306184443,0.798270488,-0.249238856,Hinge_Pin
Hinge_10_Pin__8.binvox,98.077,11.081,11.112,12.07642423,Cast iron,7200,720.0,71938.72,3780,80,2,1.0,2.0,7560.0,4,"3,21",0.966475597,-1.242590092,-1.071927725,0.115122066,0.321017547,0.802221882,-0.251548791,Hinge_Pin
Hinge_1_LeafLeft__1.binvox,19.05,2.946,9.423,0.52883101,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.960232114,-0.864539896,-0.802563177,0.105140411,0.322833781,0.804585646,-0.254824584,Hinge_LeafLeft
Hinge_1_LeafLeft__10.binvox,21.55,2.946,9.421,0.598104432,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.964778409,-0.854260188,-0.808759034,0.097773649,0.308672004,0.80171617,-0.252473162,Hinge_LeafLeft
Hinge_1_LeafLeft__3.binvox,22.86,2.945,11.308,0.761285092,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.965580821,-0.858552183,-0.813516101,0.102729726,0.313930896,0.789048005,-0.243273435,Hinge_LeafLeft
Hinge_1_LeafLeft__4.binvox,15.24,2.945,7.539,0.33836389,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.955272317,-0.865163414,-0.814798779,0.112067189,0.320505485,0.79163704,-0.24903497,Hinge_LeafLeft
Hinge_1_LeafLeft__5.binvox,17.145,2.945,8.481,0.428222864,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.951791404,-0.852945316,-0.812097529,0.108091561,0.315636677,0.789639404,-0.248703302,Hinge_LeafLeft
Hinge_1_LeafLeft__7.binvox,19.05,2.946,9.423,0.52883101,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.967339823,-0.865423658,-0.804156832,0.107466919,0.310649346,0.79042823,-0.251252805,Hinge_LeafLeft
Hinge_1_LeafLeft__8.binvox,19.05,2.946,9.423,0.52883101,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.962618827,-0.871183156,-0.802699736,0.107323399,0.309543735,0.803193213,-0.257338051,Hinge_LeafLeft
Hinge_1_LeafRight__1.binvox,19.05,2.946,9.423,0.52883101,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.956197547,-0.869845013,-0.81932191,0.1005539,0.313485578,0.804461626,-0.249827222,Hinge_LeafRight
Hinge_1_LeafRight__10.binvox,21.55,2.946,9.421,0.598104432,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.955616164,-0.856881219,-0.813340836,0.105578699,0.308991619,0.798668915,-0.245539016,Hinge_LeafRight
Hinge_1_LeafRight__3.binvox,22.86,2.945,11.308,0.761285092,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.956374762,-0.866405499,-0.817922817,0.10972752,0.306249693,0.794613792,-0.253117383,Hinge_LeafRight
Hinge_1_LeafRight__4.binvox,15.24,2.945,7.539,0.33836389,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.954312701,-0.85477704,-0.803631667,0.099244386,0.308703812,0.791332899,-0.258188093,Hinge_LeafRight
Hinge_1_LeafRight__5.binvox,17.145,2.946,8.481,0.428368271,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.964888041,-0.863784345,-0.801358672,0.101480993,0.316248712,0.799481559,-0.245158376,Hinge_LeafRight
Hinge_1_LeafRight__7.binvox,19.05,2.946,9.423,0.52883101,Cast iron,7200,720.0,71938.72,3780,80,2,1.83,3.66,13834.8,4,"6,24",0.969310264,-0.857999424,-0.809363709,0.103374494,0.317394464,0.787379258,-0.255961147,Hinge_LeafRight
